P_NAME,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,S_DISTANCE,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,S_LUMINOSITY,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
Kepler-1558 b,,3.5047036,,343,0.83,0.79,5101,0.042426425,210.32517,970.21441,0.37858563,0,0,0,0.28711024
Kepler-1559 b,,0.97191543,,580,0.86,0.82,5316,0.018256941,1443.445,1570.3446,0.48112313,0,0,0,0.28435317
Kepler-156 b,,4.973456,0.054,449.22,,0.81,5094,0.054,135.73971,869.60423,0.395817,0,0,0,0.24971096
Kepler-156 c,,15.906801,0.117,449.22,,0.81,5094,0.117,28.914968,590.77974,0.395817,0,0,0,0.27176407
Kepler-1560 b,,3.0319574,,529,1.02,1.02,5815,0.041259599,626.09156,1274.3959,1.0658298,0,0,0,0.29384384
Kepler-1561 b,,1.005207,,993,1.07,1.11,5957,0.020082039,3446.9056,1952.1009,1.3900967,0,0,0,0.2926839
Kepler-1562 b,,64.273775,,1315,1.02,1.05,5760,0.31603281,10.886614,462.77311,1.0873195,0,0,0,0.29067774
Kepler-1563 b,,3.432766,,547,1,0.99,5765,0.04452518,489.26587,1198.205,0.96996549,0,0,0,0.28863972
Kepler-1564 b,,18.054038,,872,0.93,0.9,5528,0.13143775,39.228849,637.59705,0.67771298,0,0,0,0.3147765
Kepler-1565 b,,1.5381884,,657,0.76,0.73,4940,0.02379325,502.26698,1206.0868,0.28434275,0,0,0,0.29308092
Kepler-1566 b,,0.53991524,,511,0.84,0.81,5254,0.012241079,2989.3694,1883.8217,0.44793908,0,0,0,0.28823601
Kepler-1567 b,,153.97958,,1226,0.95,0.93,5655,0.55257708,2.5953698,323.36627,0.79247392,0,0,0,0.54573652
Kepler-1568 b,,20.925392,,883,1.09,1.19,5956,0.15290938,68.286218,732.366,1.5966191,0,0,0,0.3071254
Kepler-1569 b,,5.7918016,,1050,1.25,1.4,6319,0.067975959,605.93698,1264.0137,2.7998718,0,0,0,0.27267203
Kepler-157 b,,1.732342,0.028,791.27,,1.04,5774,0.028,1373.8723,1551.0704,1.0771159,0,0,0,0.28711734
Kepler-157 c,,13.5405,0.11,791.27,,1.04,5774,0.11,89.017844,782.55375,1.0771159,0,0,0,0.25742975
Kepler-157 d,,7.0257347,,791.27,,1.04,5774,,,,1.0771159,0,0,0,
Kepler-1570 b,,26.548955,,463,0.92,0.89,5550,0.16935725,23.476481,560.79374,0.67334958,0,0,0,0.35029091
Kepler-1571 b,,3.3855549,,802,1.23,1.39,6297,0.047267703,1218.2153,1505.1366,2.72178,0,0,0,0.27892597
Kepler-1572 b,,5.4954862,,600,0.97,0.95,5618,0.060316696,221.40514,982.74725,0.8054949,0,0,0,0.29892972
Kepler-1573 b,,2.6157554,,1180,1.01,1,5808,0.03726903,734.00479,1326.0797,1.0195184,0,0,0,0.29190752
Kepler-1574 b,,6.9424334,,1275,1.06,1.08,5892,0.072602681,238.93611,1001.6485,1.2594679,0,0,0,0.29312187
Kepler-1575 b,,2.5531421,,1170,0.95,0.92,5667,0.035930843,605.81822,1263.9517,0.78212677,0,0,0,0.28880852
Kepler-1576 b,,6.9847197,,539,1.05,1.06,5876,0.072667237,227.27425,989.19627,1.2001279,0,0,0,0.29893384
Kepler-1577 b,,6.3056025,,543,0.78,0.74,4862,0.061474095,72.548362,743.53568,0.27416493,0,0,0,0.31072567
Kepler-1578 b,,1.4508869,,1016,0.9,0.86,5545,0.024211001,1068.7257,1456.671,0.6264577,0,0,0,0.29406171
Kepler-1579 b,,0.84990789,,466,0.75,0.7,4584,0.015950631,761.91659,1338.5105,0.19384882,0,0,0,0.29209873
Kepler-158 b,,16.709184,0.111,318.06,,0.62,4623,0.111,12.767964,481.58763,0.15731408,0,0,0,0.34454533
Kepler-158 c,,28.551383,0.158,318.06,,0.62,4623,0.158,6.3016376,403.65308,0.15731408,0,0,0,0.4412691
Kepler-1580 b,,56.644928,,872,1.47,2.15,6228,0.32813763,57.869256,702.67886,6.231032,0,0,0,0.27191277
Kepler-1581 b,,6.2838549,,443,1.12,1.23,6022,0.069193664,372.33102,1119.1214,1.7826327,0,0,0,0.29210569
Kepler-1582 b,,4.8381771,,112,0.28,0.3,3208,0.036617054,6.369448,404.73462,0.008540211,0,0,0,0.4662797
Kepler-1583 b,,9.3280735,,357,0.94,0.91,5645,0.084933721,104.44001,814.44477,0.75340278,0,0,0,0.28485603
Kepler-1584 b,,13.39971,,1325,1.1,1.13,6069,0.1139473,119.538,842.40591,1.5520799,0,0,0,0.28505364
Kepler-1585 b,,3.5827463,,1269,0.94,0.91,5538,0.044877591,346.51669,1099.1981,0.69788399,0,0,0,0.26882865
Kepler-1586 b,,15.604921,,864,1.45,1.75,6681,0.13829504,285.83631,1047.5488,5.4667678,0,0,0,0.2826169
Kepler-1587 b,,9.4060467,,907,1.08,1.22,5933,0.089451762,206.50373,965.77706,1.6523639,0,0,0,0.29243614
Kepler-1588 b,,7.8493174,,658,0.96,0.99,5817,0.076235028,173.00003,923.96698,1.005438,0,0,0,0.29454277
Kepler-1589 b,,0.99166527,,1418,1.18,1.25,6166,0.020561128,4786.619,2119.1033,2.0235911,0,0,0,0.29256922
Kepler-159 b,,10.139623,0.082,377.79,,0.66,4625,0.082,26.558024,578.35414,0.17857615,0,0,0,0.28364921
Kepler-159 c,,43.595792,0.218,377.79,,0.66,4625,0.218,3.7575994,354.70926,0.17857615,0,0,0,0.43681152
Kepler-1590 b,,7.617608,,900,1.11,1.16,6053,0.078432543,263.08417,1026.0502,1.6184054,0,0,0,0.2966552
Kepler-1591 b,,8.1850495,,1090,1.1,1.16,6082,0.082032886,245.14007,1008.0881,1.6496442,0,0,0,0.29372041
Kepler-1592 b,,3.0571007,,1349,1.18,1.28,6213,0.043552195,1153.1715,1484.6305,2.1873284,0,0,0,0.27848125
Kepler-1593 b,,174.50984,,755,0.81,0.77,4995,0.56957536,1.019318,255.9896,0.33068315,1,1,0,0.63177351
Kepler-1594 b,,2.7160381,,1100,1.06,1.08,5946,0.038836082,866.09386,1382.0894,1.3062785,0,0,0,0.29417371
Kepler-1595 b,,4.5638047,,841,0.84,0.8,5203,0.050794967,162.87055,910.13444,0.42022697,0,0,0,0.2976342
Kepler-1596 b,,66.373379,,1166,0.95,0.92,5706,0.31531652,8.085333,429.60506,0.80388027,0,0,0,0.40613772
Kepler-1597 b,,2.9465418,,1255,1.25,1.39,6377,0.043319951,1525.4852,1592.1974,2.8627532,0,0,0,0.29346953
Kepler-1598 b,,4.3419512,,734,1.07,1.09,5940,0.053263223,467.12439,1184.4127,1.3252183,0,0,0,0.2957073
Kepler-1599 b,,122.36355,,1004,0.99,0.99,5767,0.48064308,4.2044912,364.81549,0.97131219,0,0,0,0.53317115
Kepler-16 b,105.83672,228.776,0.7048,75.25,0.69,0.65,4450,0.70481678,0.29883671,188.3647,0.14844152,1,1,0,0.32434463
Kepler-160 b,,4.309427,0.05,962.92,,0.88,5857,0.05,326.59902,1083.0503,0.81649755,0,0,0,0.28150556
Kepler-160 c,,13.699087,0.109,962.92,,0.88,5857,0.109,68.722965,733.53423,0.81649755,0,0,0,0.20503141
Kepler-1600 b,,386.37055,,992,0.86,0.82,5214,0.98706348,0.45699378,209.47031,0.44524644,1,1,0,0.5502267
Kepler-1601 b,,2.2092195,,660,1.04,1.07,5869,0.033626364,1076.3483,1459.2615,1.2170618,0,0,0,0.29067896
Kepler-1602 b,,11.179316,,815,1.22,1.36,6296,0.10452969,238.31206,1000.9939,2.6039062,0,0,0,0.29112011
Kepler-1603 b,,2.2716393,,1751,1.21,1.31,6241,0.036029999,1796.8816,1658.7265,2.3326413,0,0,0,0.28805499
Kepler-1604 b,,0.68368426,,562,0.81,0.76,4976,0.014154947,1583.5099,1607.1267,0.31727607,0,0,0,0.2835127
Kepler-1605 b,,85.75655,,224,0.86,0.82,5280,0.36184335,3.5761099,350.34637,0.46822224,0,0,0,0.60109174
Kepler-1606 b,,196.43522,,880,0.9,0.86,5422,0.63836637,1.4053471,277.39001,0.57269528,1,0,2,0.72573348
Kepler-1607 b,,13.647368,,735,1.14,1.21,6116,0.11672855,134.70232,867.93795,1.8353939,0,0,0,0.30267925
Kepler-1608 b,,16.473569,,832,0.75,0.72,4992,0.11509464,21.774176,550.33906,0.28843765,0,0,0,0.32804318
Kepler-1609 b,,114.34219,,1483,1.18,1.27,6132,0.48708855,8.6116988,436.43253,2.0431708,0,0,0,0.37926342
Kepler-161 b,,4.921355,0.054,440.15,,0.81,5078,0.054,134.04232,866.87284,0.39086742,0,0,0,0.25862685
Kepler-161 c,,7.06424,0.068,440.15,,0.81,5078,0.068,84.530151,772.49881,0.39086742,0,0,0,0.2677064
Kepler-1610 b,,8.7018157,,1063,0.91,0.87,5383,0.08021642,88.490799,781.39286,0.56940945,0,0,0,0.28901197
Kepler-1611 b,,5.1762429,,686,0.94,0.93,5605,0.057353766,232.50545,994.8399,0.76481608,0,0,0,0.2948989
Kepler-1612 b,,3.917951,,837,0.96,0.94,5643,0.047970322,348.85046,1101.0441,0.80275784,0,0,0,0.29685104
Kepler-1613 b,,1.5184299,,855,1.08,1.12,6005,0.026520434,2077.8562,1720.0805,1.4614257,0,0,0,0.25107418
Kepler-1614 b,,3.9466141,,982,0.79,0.76,5121,0.0451719,174.42078,925.85817,0.35590569,0,0,0,0.28719886
Kepler-1615 b,,47.312619,,940,1.04,1.05,5865,0.25932159,17.380487,520.18808,1.1687976,0,0,0,0.32375857
Kepler-1616 b,,6.7628438,,862,1.21,1.34,6266,0.074563151,446.07851,1170.8405,2.4800464,0,0,0,0.29602127
Kepler-1617 b,,27.478557,,813,1.15,1.22,6167,0.18666868,55.35555,694.92063,1.9288751,0,0,0,0.31497949
Kepler-1618 b,,6.1082602,,1238,1.41,1.65,6620,0.073315243,871.5653,1384.2671,4.6847724,0,0,0,0.28998068
Kepler-1619 b,,23.622591,,520,1,1,5852,0.16108728,40.493321,642.67404,1.0507658,0,0,0,0.32025062
Kepler-162 b,,6.919798,0.069,877.01,,0.96,5816,0.069,198.4406,956.20837,0.94477568,0,0,0,0.29541563
Kepler-162 c,,19.446355,0.137,877.01,,0.96,5816,0.137,50.337028,678.6046,0.94477568,0,0,0,0.23288606
Kepler-1620 b,,101.95183,,773,1.15,1.23,6157,0.44737551,9.7326492,449.98981,1.9479396,0,0,0,0.40115253
Kepler-1621 b,,92.263714,,1461,1.15,1.24,6158,0.41856491,11.307462,467.1821,1.9810286,0,0,0,0.35321017
Kepler-1622 b,,10.811874,,927,1.31,1.5,6436,0.10468086,315.6463,1073.8536,3.4588785,0,0,0,0.28465761
Kepler-1623 b,,4.3612835,,986,1,1,5772,0.052229888,364.54886,1113.2273,0.99447515,0,0,0,0.29033281
Kepler-1624 b,,3.2903045,,199,0.5,0.47,3636,0.034355026,29.308886,592.78163,0.034592334,0,0,0,0.173913
Kepler-1625 b,,287.37895,,1213,0.96,0.94,5677,0.84056242,1.1638044,264.61527,0.82228038,1,1,0,0.49025762
Kepler-1626 b,,4.1396297,,1718,1.51,1.85,6826,0.057873027,1987.6726,1701.105,6.6572864,0,0,0,0.25443389
Kepler-1627 b,,7.2028365,,311,0.87,0.84,5445,0.069665594,114.4991,833.38451,0.5556979,0,0,0,0.1955001
Kepler-1628 b,,76.378033,,352,0.55,0.52,3724,0.28858657,0.55947642,220.33848,0.046594432,1,1,0,0.44586305
Kepler-1629 b,,3.8759581,,390,1.01,1.01,5776,0.048439843,433.5455,1162.5284,1.0172791,0,0,0,0.29037739
Kepler-163 b,,7.810937,0.078,703.69,,0.92,5776,0.078,138.7343,874.36118,0.84405946,0,0,0,0.30276841
Kepler-163 c,,21.347262,0.152,703.69,,0.92,5776,0.152,36.533044,626.34898,0.84405946,0,0,0,0.27671096
Kepler-1630 b,,509.9974,,278,0.66,0.63,4736,1.0874339,0.15129019,158.89038,0.17890255,0,0,0,0.41604712
Kepler-1631 b,,4.0951393,,1190,0.97,0.95,5679,0.049576887,342.18804,1095.7491,0.84105294,0,0,0,0.28935077
Kepler-1632 b,,448.30356,,584,1.12,1.19,6137,1.1902286,1.270417,270.47771,1.7997288,1,0,2,0.68926358
Kepler-1633 b,,186.40427,,811,1.2,1.32,6256,0.6784855,5.1944829,384.61878,2.3912417,0,0,0,0.49545662
Kepler-1634 b,,374.87624,,654,0.92,0.89,5474,0.98938231,0.65096786,228.84151,0.6372177,1,1,0,0.60096445
Kepler-1635 b,,469.63111,,1084,0.89,0.85,5347,1.1371319,0.40920937,203.7658,0.52913591,1,1,0,0.50008822
Kepler-1636 b,,425.47785,,1567,1.01,1.02,5797,1.1105412,0.85355757,244.87989,1.0526941,1,1,0,0.62317864
Kepler-1637 b,,6.1096032,,506,1.02,1.02,5789,0.065824103,241.62023,1004.4498,1.0468952,0,0,0,0.29741092
Kepler-1638 b,,259.33683,,879,0.97,0.95,5710,0.78766757,1.3854612,276.40348,0.8595681,1,0,2,0.75678538
Kepler-1639 b,,9.878482,,1168,1.12,1.18,6150,0.093549695,203.92401,962.74662,1.7846503,0,0,0,0.23347431
Kepler-164 b,,5.03503,0.058,914.18,,1.15,5888,0.058,423.34998,1155.6326,1.4241493,0,0,0,0.28591773
Kepler-164 c,,10.945723,0.097,914.18,,1.15,5888,0.097,151.36033,893.60981,1.4241493,0,0,0,0.2287238
Kepler-164 d,,28.986769,0.187,914.18,,1.15,5888,0.187,40.726053,643.59549,1.4241493,0,0,0,0.26386751
Kepler-1640 b,,7.5844126,,1379,1.27,1.43,6324,0.081794751,438.00322,1165.5053,2.9304085,0,0,0,0.15686969
Kepler-1641 b,,19.672266,,961,1.12,1.19,6152,0.14807617,82.885306,768.71312,1.8173889,0,0,0,0.22030205
Kepler-1641 c,,32.657212,,961,1.12,1.19,6152,0.20760365,42.167506,649.21626,1.8173889,0,0,0,0.24073354
Kepler-1642 b,,12.205751,,447,0.88,0.84,5355,0.099398568,52.616852,686.16115,0.51985846,0,0,0,0.22522511
Kepler-1642 c,,6.6513802,,447,0.88,0.84,5355,0.066314978,118.21208,840.06013,0.51985846,0,0,0,0.23449379
Kepler-1643 b,,5.3426451,,414,0.92,0.88,5508,0.058158033,188.80361,944.38153,0.63860118,0,0,0,0.24702502
Kepler-1644 b,,21.090776,,592,0.89,0.86,5499,0.14367061,29.355167,593.0155,0.60592717,0,0,0,0.3048686
Kepler-1645 b,,16.177956,,844,1.02,1.02,5812,0.1259869,67.010157,728.92034,1.063632,0,0,0,0.28546526
Kepler-1646 b,,4.4855838,,81,0.24,0.26,3299,0.03307191,6.5591271,407.71475,0.007174053,0,0,0,0.47476796
Kepler-1647 b,482.99686,1107.5923,2.7205,1256,1.22,1.79,6210,2.7250917,0.57782708,221.98268,4.2693436,1,1,0,0.37351425
Kepler-1649 b,,8.68909,0.0514,92.43,0.22,0.25,3240,0.0514,2.3357291,314.95646,0.006170903,0,0,0,0.71566695
Kepler-165 b,,8.180848,0.072,570.07,,0.77,5211,0.072,75.559556,751.13372,0.39170074,0,0,0,0.25616487
Kepler-165 c,,15.31299,0.11,570.07,,0.77,5211,0.11,32.371962,607.6971,0.39170074,0,0,0,0.28276284
Kepler-1650 b,,1.53818,,120.5,0.33,0.33,3410,0.018018031,40.642883,643.25458,0.013192711,0,0,0,0.32672939
Kepler-1651 b,,9.8786392,,69.4,0.52,0.5,3713,0.07305161,8.1823634,429.51515,0.042572431,0,0,0,0.40878227
Kepler-1652 b,,38.09722,0.1654,252,0.4,0.38,3638,0.1654,0.82839145,243.05458,0.022662437,1,1,2,0.82325475
Kepler-1653 b,,140.2524,0.4706,755,0.72,0.69,4807,0.4706,1.0284412,256.56049,0.22776307,1,1,2,0.73816352
Kepler-1654 b,158.914,1047.8356,2.026,577.6,1.01,1.18,5597,2.0944788,0.30888291,187.46697,1.2242606,0,0,0,0.32010771
Kepler-1655 b,4.9994345,11.872879,0.103,214.58,1.03,1.03,6148,0.103,128.00416,856.94102,1.3579961,0,0,0,0.25465307
Kepler-1656 b,48.59908,31.578659,0.197,186.88,1.03,1.1,5731,0.26584126,54.916764,564.28896,1.1694877,0,0,0,0.17059664
Kepler-1658 b,1868.8287,3.8493728,0.0544,806.07,1.45,2.89,6216,0.054507272,3782.5845,1996.5049,11.171934,0,0,0,0.074037482
Kepler-166 b,,7.650254,0.072,614.16,,0.74,5413,0.072,81.252962,764.90009,0.42121535,0,0,0,0.25716193
Kepler-166 c,,34.260281,0.195,614.16,,0.74,5413,0.195,11.077327,464.78666,0.42121535,0,0,0,0.3433333
Kepler-166 d,,1.5540039,,614.16,,0.74,5413,,,,0.42121535,0,0,0,
Kepler-167 b,,4.3931632,0.0483,330,0.77,0.73,4890,0.0483,117.02416,837.94168,0.2730045,0,0,0,0.28529669
Kepler-167 c,,7.406114,0.0684,330,0.77,0.73,4890,0.0684,58.352249,704.14048,0.2730045,0,0,0,0.30004947
Kepler-167 d,,21.803855,0.1405,330,0.77,0.73,4890,0.1415116,13.930503,490.85908,0.2730045,0,0,0,0.3842645
Kepler-167 e,,1071.2323,1.89,330,0.77,0.73,4890,1.8936326,0.076574209,133.92203,0.2730045,0,0,0,0.16055939
Kepler-168 b,,4.425391,0.056,1396,,1.11,6282,0.056,548.2142,1232.7712,1.7191997,0,0,0,0.28328431
Kepler-168 c,,13.193242,0.116,1396,,1.11,6282,0.116,127.76455,856.5397,1.7191997,0,0,0,0.23221435
Kepler-169 b,,3.250619,0.04,411.34,,0.76,4997,0.04,201.66626,960.07071,0.32266602,0,0,0,0.29849974
Kepler-169 c,,6.195469,0.062,411.34,,0.76,4997,0.062,83.940171,771.14735,0.32266602,0,0,0,0.30626205
Kepler-169 d,,8.348125,0.075,411.34,,0.76,4997,0.075,57.362848,701.13651,0.32266602,0,0,0,0.31244223
Kepler-169 e,,13.767102,0.105,411.34,,0.76,4997,0.105,29.266759,592.56851,0.32266602,0,0,0,0.28851664
Kepler-169 f,,87.090195,0.359,411.34,,0.76,4997,0.359,2.5035965,320.46898,0.32266602,0,0,0,0.56484252
Kepler-17 b,778.67861,1.4857108,0.02591,800,1.16,1.05,5781,0.025911568,1643.5033,1622.1003,1.1032632,0,0,0,0.062234394
Kepler-170 b,,7.930592,0.08,754.64,,1.03,5679,0.08,154.47941,898.1783,0.98866821,0,0,0,0.2099991
Kepler-170 c,,16.665863,0.131,754.64,,1.03,5679,0.131,57.61134,701.89461,0.98866821,0,0,0,0.23680779
Kepler-171 b,,4.166972,0.05,885.43,,0.84,5642,0.05,256.23564,1019.3065,0.6405891,0,0,0,0.24307014
Kepler-171 c,,11.463462,0.098,885.43,,0.84,5642,0.098,66.70024,728.07607,0.6405891,0,0,0,0.24725839
Kepler-171 d,,39.595519,0.223,885.43,,0.84,5642,0.223,12.8816,482.65562,0.6405891,0,0,0,0.35652999
Kepler-172 b,,2.940309,0.04,848.56,,1.08,5526,0.04,609.05947,1265.639,0.97449514,0,0,0,0.23959233
Kepler-172 c,,6.388996,0.068,848.56,,1.08,5526,0.068,210.74722,970.70077,0.97449514,0,0,0,0.22115301
Kepler-172 d,,14.627119,0.118,848.56,,1.08,5526,0.118,69.986724,736.88349,0.97449514,0,0,0,0.26079717
Kepler-172 e,,35.118736,0.211,848.56,,1.08,5526,0.211,21.888438,551.05964,0.97449514,0,0,0,0.27485579
Kepler-173 b,,4.263742,0.048,853.39,,0.95,6031,0.048,464.31284,1182.6264,1.0697768,0,0,0,0.29028981
Kepler-173 c,,8.005777,0.074,853.39,,0.95,6031,0.074,195.35734,952.47227,1.0697768,0,0,0,0.24042429
Kepler-174 b,,13.98179,0.1,389.07,,0.62,4880,0.1,19.532207,535.59034,0.19532207,0,0,0,0.32172359
Kepler-174 c,,44.000529,0.214,389.07,,0.62,4880,0.214,4.2650465,366.12202,0.19532207,0,0,0,0.53988462
Kepler-174 d,,247.35373,0.677,389.07,,0.62,4880,0.677,0.42616127,205.84409,0.19532207,1,1,2,0.61240242
Kepler-175 b,,11.903515,0.105,1363.39,,1.01,6064,0.105,112.09586,828.97666,1.2358568,0,0,0,0.2396068
Kepler-175 c,,34.035257,0.213,1363.39,,1.01,6064,0.213,27.240116,582.03238,1.2358568,0,0,0,0.24955124
Kepler-176 b,,5.433074,0.058,535.4,,0.89,5232,0.058,158.08243,903.37031,0.53178931,0,0,0,0.2904532
Kepler-176 c,,12.759712,0.102,535.4,,0.89,5232,0.102,51.113928,681.20798,0.53178931,0,0,0,0.25088469
Kepler-176 d,,25.751974,0.163,535.4,,0.89,5232,0.163,20.015405,538.87248,0.53178931,0,0,0,0.29150257
Kepler-176 e,,51.16579,,535.4,,0.89,5232,,,,0.53178931,0,0,0,
Kepler-177 b,1.906968,36.855,,1497.42,,1.05,5942,,,,1.2313963,0,0,0,
Kepler-177 c,7.6278721,49.412,,1497.42,,1.05,5942,,,,1.2313963,0,0,0,
Kepler-178 b,,9.576694,0.085,731.04,,1.07,5676,0.085,147.36281,887.65026,1.0646963,0,0,0,0.2218616
Kepler-178 c,,20.552802,0.142,731.04,,1.07,5676,0.142,52.80184,686.76345,1.0646963,0,0,0,0.23778776
Kepler-178 d,,96.678988,0.397,731.04,,1.07,5676,0.397,6.7553015,410.72969,1.0646963,0,0,0,0.32713273
Kepler-179 b,,2.735926,0.036,616.39,,0.76,5302,0.036,315.55112,1073.7727,0.40895425,0,0,0,0.27691327
Kepler-179 c,,6.40013,0.064,616.39,,0.76,5302,0.064,99.842346,805.32949,0.40895425,0,0,0,0.2681687
Kepler-18 b,6.9922161,3.504725,0.0447,438.51,0.97,1.11,5345,0.0447,450.93131,1174.0119,0.90100135,0,0,0,0.25784257
Kepler-18 c,17.162712,7.64159,0.0752,438.51,0.97,1.11,5345,0.0752,159.32714,905.14332,0.90100135,0,0,0,0.14734803
Kepler-18 d,16.527056,14.85888,0.1172,438.51,0.97,1.11,5345,0.1172,65.594922,725.04083,0.90100135,0,0,0,0.13323071
Kepler-180 b,,13.817124,0.109,709.83,,1.06,5731,0.109,91.404803,787.74774,1.0859805,0,0,0,0.29379366
Kepler-180 c,,41.885775,0.229,709.83,,1.06,5731,0.229,20.708615,543.47888,1.0859805,0,0,0,0.26646008
Kepler-181 b,,3.137873,0.04,620.09,,0.75,5333,0.04,254.78715,1017.8629,0.40765944,0,0,0,0.29350523
Kepler-181 c,,4.302149,0.049,620.09,,0.75,5333,0.049,169.78736,919.64719,0.40765944,0,0,0,0.26272704
Kepler-182 b,,9.825792,0.096,1621.79,,1.15,6250,0.096,196.18325,953.47738,1.8080249,0,0,0,0.23372178
Kepler-182 c,,20.684342,0.157,1621.79,,1.15,6250,0.157,73.35084,745.58332,1.8080249,0,0,0,0.21011337
Kepler-183 b,,5.687945,0.064,1082.6,,0.96,5888,0.064,242.29384,1005.1491,0.99243556,0,0,0,0.25702835
Kepler-183 c,,11.637071,0.103,1082.6,,0.96,5888,0.103,93.54657,792.3223,0.99243556,0,0,0,0.25508514
Kepler-184 b,,10.687576,0.092,621.24,,0.87,5788,0.092,89.921923,784.53316,0.76109916,0,0,0,0.25130666
Kepler-184 c,,20.303005,0.141,621.24,,0.87,5788,0.141,38.28274,633.71745,0.76109916,0,0,0,0.2901156
Kepler-184 d,,29.022358,0.179,621.24,,0.87,5788,0.179,23.753914,562.44324,0.76109916,0,0,0,0.28340512
Kepler-185 b,,1.6329,0.026,473.07,,0.81,5208,0.026,639.72878,1281.2795,0.43245666,0,0,0,0.29302408
Kepler-185 c,,20.729042,0.139,473.07,,0.81,5208,0.139,22.382726,554.14466,0.43245666,0,0,0,0.31079847
Kepler-186 b,,3.8867907,0.0343,172,0.54,0.52,3755,0.0343,40.939908,644.43872,0.048165392,0,0,0,0.32624603
Kepler-186 c,,7.267302,0.0451,172,0.54,0.52,3755,0.0451,23.680017,562.0053,0.048165392,0,0,0,0.34527624
Kepler-186 d,,13.342996,0.0781,172,0.54,0.52,3755,0.0781,7.8964708,427.07403,0.048165392,0,0,0,0.4392662
Kepler-186 e,,22.407704,0.11,172,0.54,0.52,3755,0.11,3.9806109,359.85898,0.048165392,0,0,0,0.56873416
Kepler-186 f,,129.9441,0.432,172,0.54,0.52,3755,0.4323456,0.2582946,181.5697,0.048165392,1,1,1,0.5796919
Kepler-187 b,,4.938864,0.059,1180.86,,1.29,6105,0.059,594.98596,1258.2635,2.0711461,0,0,0,0.2849718
Kepler-187 c,,10.640263,0.099,1180.86,,1.29,6105,0.099,211.31988,971.35951,2.0711461,0,0,0,0.22927361
Kepler-188 b,,2.061897,0.032,996.09,,1.14,6021,0.032,1494.4208,1584.029,1.5302869,0,0,0,0.27133048
Kepler-188 c,,5.996553,0.066,996.09,,1.14,6021,0.066,351.30553,1102.9762,1.5302869,0,0,0,0.2055056
Kepler-189 b,,10.399931,0.088,601.75,,0.75,5235,0.088,48.877904,673.63253,0.37851049,0,0,0,0.31790974
Kepler-189 c,,20.134866,0.137,601.75,,0.75,5235,0.137,20.16679,539.88854,0.37851049,0,0,0,0.29780671
Kepler-19 b,8.4001941,9.28716,,219.95,0.94,0.86,5544,0.085294922,87.92516,778.02475,0.62600591,0,0,0,0.23061574
Kepler-19 c,13.10087,28.731,,219.95,0.94,0.86,5544,0.18376304,19.806155,532.94839,0.62600591,0,0,0,0.24347302
Kepler-19 d,22.499044,62.95,,219.95,0.94,0.86,5544,0.30368631,6.813286,411.41512,0.62600591,0,0,0,0.29210985
Kepler-190 b,,2.019999,0.03,438.88,,0.8,5106,0.03,433.06128,1162.2037,0.38975515,0,0,0,0.27943913
Kepler-190 c,,3.763024,0.045,438.88,,0.8,5106,0.045,192.47168,948.93533,0.38975515,0,0,0,0.28793798
Kepler-191 b,,9.939632,0.087,604.75,,0.79,5282,0.087,57.503981,701.56738,0.43524763,0,0,0,0.30918043
Kepler-191 c,,17.738506,0.128,604.75,,0.79,5282,0.128,26.565407,578.39433,0.43524763,0,0,0,0.31054323
Kepler-191 d,,5.945041,,604.75,,0.79,5282,,,,0.43524763,0,0,0,
Kepler-192 b,,9.926746,0.09,664.14,,1.01,5479,0.09,101.68376,809.01729,0.82363842,0,0,0,0.23278426
Kepler-192 c,,21.2234,0.15,664.14,,1.01,5479,0.15,36.606152,626.6621,0.82363842,0,0,0,0.25177026
Kepler-192 d,,6.4702758,,664.14,,1.01,5479,,,,0.82363842,0,0,0,
Kepler-193 b,,11.38848,0.106,1038.87,,1.15,6335,0.106,169.84747,919.72857,1.9084061,0,0,0,0.24351984
Kepler-193 c,,50.697494,0.286,1038.87,,1.15,6335,0.286,23.331289,559.92466,1.9084061,0,0,0,0.27210386
Kepler-194 b,,2.092281,0.032,1133.48,,1.02,6089,0.032,1251.3331,1515.2634,1.2813651,0,0,0,0.27940085
Kepler-194 c,,17.308032,0.131,1133.48,,1.02,6089,0.131,74.667274,748.9063,1.2813651,0,0,0,0.24371767
Kepler-194 d,,52.814973,0.275,1133.48,,1.02,6089,0.275,16.943671,516.8884,1.2813651,0,0,0,0.30757579
Kepler-195 b,,8.307872,0.077,664.47,,0.78,5329,0.077,74.144558,747.59215,0.43960309,0,0,0,0.27099859
Kepler-195 c,,34.096863,0.197,664.47,,0.78,5329,0.197,11.327349,467.38738,0.43960309,0,0,0,0.38846072
Kepler-196 b,,20.739886,0.138,457.26,,0.78,5128,0.138,19.793005,537.36929,0.376938,0,0,0,0.32396937
Kepler-196 c,,47.427737,0.24,457.26,,0.78,5128,0.24,6.5440624,407.48044,0.376938,0,0,0,0.41398476
Kepler-197 b,,5.599308,0.06,333.75,,1.12,6004,0.06,405.68124,1143.3814,1.4604525,0,0,0,0.29633547
Kepler-197 c,,10.349695,0.09,333.75,,1.12,6004,0.09,180.30277,933.56704,1.4604525,0,0,0,0.29680901
